abaissé;descendu
désire;souhaitera
désiré;voulu
désirent;voudront
désirer;reprocher
désireux;enclins
désirs;souhaits
désobéissance;transgression
désobstruer;debouchage
désœuvré;dilettante
désolation;stupeur
désolé;excusez
désoler;escuse
désordre;anarchie
désordres;malheurs
désorganisation;lassitude
désorganiser;nuire
désormais;officiellement
despote;autocratique
despotique;autoritariste
dessécher;brunir
dessein;subterfuge
dessert;panacotta
desserte;terminus
desserts;snackings
desservir;rallier
dessin;coloriage
dessinateur;coloriste
dessine;tracerait
dessinées;originales
dessinent;surgissent
dessiner;griffonner
dessins;gravures
dessoûler;renfrogner
dessous-de-table;surfacturant
dessus-de-lit;courtepointe
déstabilisation;insidieuse
déstabiliser;effrayer
destin;scellera
destinataire;courrier
destination;ville
destinations;escapades
destiné;exclusivement
destinée;vocation
destinées;visent
destiner;vendre
destinés;aptes
destins;personnages
destituer;assassiner
destitution;limogeage
destruction;ruine
désuet;anachronique
désuète;vieillote
désuets;clinquants
désuni;disjoint
désunir;morceler
détache;resserre
détachées;rechange
détachement;repli
détacher;repositionner
détaille;indique
détaillé;introductif
détaillée;succinte
détailler;clarifier
détails;aspects
détecter;traquer
détection;surveillance
déteindre;noircir
détenait;conservait
détenant;disposant
détendre;divertir
détendu;souriant
détenir;revendiquer
détente;ressourcement
détenteur;possession
détenteurs;disposants
détention;emprisonnement
détenu;prisonnier
détenue;vendue
détenus;prisonniers
détérioration;endommagement
détériorer;ternir
déterminant;fondamental
déterminante;influence
détermination;force
détermine;calcule
déterminée;choisie
déterminer;identifier
déterminés;soutenus
déterrer;enfouir
détestable;malsain
déteste;abhorre
détester;abhorrer
détiennent;exploitent
détient;dispose
détonation;projectile
détoner;carbonisant
détonner;abasourdir
détour;balade
détournement;extorsion
détournements;extorsions
détourner;distraire
détourner de;rapproprier
détournés;perdus
détracter;compliciter
détracteurs;virulents
détraqué;malfaisant
détremper;brunisse
détresse;douleur
détriment;sacrifiant
détritus;balayures
détroit;isthmes
détrousser;alpaguer
détruire;affaiblir
dette;obligataire
dettes;emprunts
deuil;drame
deutschemark;tolar
deutschemarks;pesos
deuxième;premier
deuxièmement;puisque
deuxièmes;seconds
devaient;doivent
devais;pourrais
devait;voulait
dévaler;serpenter
dévaliser;racketter
dévaloriser;rabaisser
devance;surclassant
devancé;battu
devancer;imposer
devant;derrier
devants;prenne
dévastation;ravage
dévasté;ravage
dévaster;massacrer
développant;dotant
développe;acquiert
développé;construit
développée;construite
développées;construites
développements;travaux
développent;diversifient
développer;consolider
développés;construits
devenait;semblait
devenir;transformer
devenu;apparu
devenue;apparue
devenues;rendues
devenus;apparus
dévergondé;libidineux
dévergonder;encanailler
déversement;rejets
déverser;jeter
dévêtir;rhabiller
devez;souhaitez
déviation;trajectoire
dévider;carder
deviendra;restera
devienne;rende
deviennent;demeurent
dévier;freiner
devine;dissimule
deviner;entrevoir
devinette;comptine
devint;rendit
devis;estimatif
dévisager;toisa
devise;blason
deviser;ripailler
devises;inflations
dévoile;dissimule
dévoiler;montrer
devoir;oublier
devoirs;autocorrectifs
dévolu;prioritairement
devons;continuerons
dévorer;boulotter
dévot;bhakta
dévotion;compassion
dévoué;infatigable
dévouement;courage
dévouer;servir
devra;tentera
devraient;continueront
devrait;semble
devrions;allons
devront;pourraient
dextérité;souplesse
dextre;besant
diabète;cancer
diabétiques;patients
diable;tentateur
diabolique;terrifiante
diadème;turban
diagnostic;traitement
diagonale;oblique
dialectal;patoisant
dialecte;parlers
dialectes;pidgins
dialecticien;argumentateur
dialectique;discursive
dialectologie;romanistique
dialectologue;ethnolinguiste
dialogue;discussion
dialoguer;parler
dialogues;truculents
diamant;zircon
diamants;rubis
diamètre;largeur
diane;lynda
diapason;harmonique
diapré;nimbant
diaspora;africaine
dictateur;caudillo
dictature;oligarchie
dictatures;democraties
dictée;transcrite
dicter;dominer
dictionnaire;larousse
dicton;proverbialement
diesel;mazout
diète;nutrition
diététique;nutritionelle
dieux;immortels
diffamation;injures
diffamer;salir
différé;indirect
différence;ressemblance
différencié;pertinent
différencier;confondre
différends;conflit
différent;similaire
différente;similaire
différentes;principales
différents;multiples
différer;affecter
différer de;transposaient
difficile;ardue
difficilement;pourtant
difficiles;rudes
difficultés;contraintes
difforme;avorton
difformité;monstrueuse
diffracté;prisme
diffuse;transmet
diffusé;retransmis
diffusée;coproduite
diffusées;produites
diffuser;promouvoir
diffusés;parus
diffuseurs;broadcasters
diffusion;production
digestion;ballonnement
digne;honorable
dignes;remarquables
dignitaires;politiciens
dignité;respect
digression;tirade
digue;berge
dilapider;gaspille
dilaté;distendu
dilater;gonfler
dilemme;insoluble
dilettante;dandy
diligence;sollicitude
dilué;dissoud
diluer;vaporiser
dilution;dispersion
diluvien;glacial
dimanches;matins
dimension;notion
dimensions;structures
diminue;augmentera
diminué;augmentait
diminuent;disparaissent
diminuer;reduire
diminutif;hypocoristique
diminution;hausse
dîner;brunch
dîners;banquets
dingue;bizarre
dinitrile;perfluorooctanesulfonique
diocèse;paroisses
diplomate;juriste
diplomates;officiers
diplomatie;realpolitik
diplomatique;consulaire
diplomatiques;protocolaires
diplôme;bachelor
diplômé;bachelier
diplômes;cursus
diplômés;enseignants
dirais;comprends
dirait;rappelle
direct;retransmettra
directe;massive
directement;ensuite
directes;positives
directeur;responsable
directeurs;chefs
directif;persuasif
directions;structures
directives;strictes
directoire;duconseil
directrice;adjointe
directs;actuels
dirige;travaille
dirigé;soutenu
dirigeait;quittait
dirigeant;manager
dirigeante;conservatrice
dirigeantes;syndicales
dirigeants;manageurs
dirigées;suivies
dirigent;gouvernent
diriger;propulser
dirigera;fondera
dirigés;soutenus
diront;savent
disais;crois
disait;expliquait
disant;signalant
discerné;resplendi
discernement;pragmatisme
discerner;deviner
disciple;admirateur
disciples;croyants
disciplinaires;juridiques
discipline;technique
disciplines;sportives
discorde;jalousie
discours;argumentaire
discourtois;fielleux
discrédit;scandale
discréditer;affaiblir
discret;attentif
discrète;bienveillante
discrètes;ponctuelles
discrétion;modestie
discrets;souriants
discrimination;exclusion
discriminer;communautariser
disculper;accabler
discursif;communicationnel
discussion;reflexion
discussions;engueulades
discutable;pertinent
discute;insiste
discuté;longuement
discutent;penchent
discuter;converser
disent;admettent
disette;canicule
disgrâce;destitution
disons;imaginons
disparaissent;perdent
disparaît;efface
disparaître;ressurgir
disparité;similitude
disparités;similitudes
disparition;suppression
disparu;ressurgi
disparue;morte
disparus;vivants
dispatcher;router
dispensaire;polyclinique
dispense;requiert
disperser;diluer
dispersion;destruction
disponibilité;gentillesse
disponible;utilisable
disponibles;existent
dispos;sympas
disposait;permettait
disposant;comportant
dispose;fournit
disposé;parvenu
disposent;pourvues
disposer;offrir
disposera;recevra
dispositif;outil
dispositifs;programmes
disposition;place
dispositions;clauses
disposons;donnons
dispute;chamaillerie
disputé;battu
disputée;victorieuse
disputent;livrent
disputer;bagarrer
disque;album
disques;vinyls
disse;scrive
dissemblable;identique
disséminer;centraliser
dissension;controverse
dissensions;querelles
dissertation;philosophique
dissidence;politique
dissident;transfuge
dissidents;sympathisants
dissimilitude;ressemblance
dissimule;masquant
dissimulé;cachant
dissimuler;occulter
dissiper;minimiser
dissolution;fusion
dissoudre;cristalliser
dissoute;abolie
dissuader;encourager
dissuasion;antibalistique
distance;parcourue
distancer;positionner
distances;positions
distant;nonchalant
distinct;analogue
distincte;englobante
distinction;reconnaissance
distincts;successifs
distingue;retrouve
distingué;reconnu
distinguent;rapprochent
distinguer;situer
distinguer de;muniquer
distorsions;inefficiences
distraction;paresse
distraire;captiver
distrait;pensif
distrayant;intriguant
distribuant;livrant
distribue;promeut
distribué;fourni
distribuée;fournie
distribuées;produites
distribuer;fabriquer
distribués;offerts
distributeur;diffuseur
distributeurs;exploitants
distribution;fourniture
district;province
dites;entendez
dithyrambe;grandiloquente
diurne;circadien
divaguer;galoper
divan;fauteuille
divergence;discordance
divergences;oppositions
divergent;varient
divergentes;radicales
divers;genres
diverses;plusieurs
diversification;expansion
diversifié;riche
diversifiée;novatrice
diversifiées;foisonnantes
diversifier;renforcer
diversité;multitude
divertir;instruire
divertissement;distrayant
dividendes;gains
divin;transcendant
divine;transcendante
divinité;chthonienne
divise;dissocie
diviser;fragmenter
divisés;distincts
division;ligue
divisions;brigades
divorce;remariages
divorcer;fiancer
divulguer;transmettre
dix environ;moinsdans
dix jours;directements
dizaine;millier
dizaines;millier
docile;timide
docilité;intransigeance
docker;postier
docteur;toubib
docteurs;pathologistes
doctorat;master
doctoresse;sexologue
doctrine;orthodoxie
doctrines;dogmatiques
document;manuscrit
documentaire;reportage
documentaires;audiovisuels
documentation;notice
documenter;informer
documents;formulaires
dogmatique;doctrinale
dogme;fixisme
dogmes;fondements
doigt;menton
doigté;habile
doigts;gourds
doive;aient
doivent;pourraient
doléances;complaintes
dollar;kwacha
dollars;euros
domaine;champ
domaines;milieux
domanial;communal
domestique;familial
domestiques;ordinaires
dominant;majoritaire
dominante;majoritaire
domination;soumission
domine;supplante
dominée;envahie
dominent;distinguent
dominer;supplanter
dominical;shabbat
dommage;frustrant
dommageable;inopportun
dommages;impacts
domptage;maniement
dompter;subjuguer
donation;succession
dondaine;bergerette
donjon;manoir
donna;accorda
donnait;laissait
donnant;proposant
donne;fournit
donné;obtenu
donnée;obtenue
données;bases
donnent;laissent
donner;proposer
donnera;demandera
donnés;fournis
donneur;patient
donneurs;volontaires
dorage;croutage
dorénavant;encore
dorer;cuire
dorloter;pouponner
dormant;sommeil
dorment;vivent
dormir;coucher
dorsal;decubitus
dortoir;bungalow
dorure;gaufrage
dosage;resucrage
doser;mesurer
doses;concentrations
dossier;document
dossiers;administratifs
dotation;cagnotte
dotations;cagnottes
dotée;disposant
dotées;pourvue
doter;construire
dotés;munies
douaire;fiefs
douane;transitaire
douanes;gendarmeries
douanier;contrebandier
douaniers;verbalisateurs
double;triples
doublée;assortie
doubler;baisser
doubles;multiples
doublure;liquette
douce;soyeuse
doucereux;primesautier
douces;enveloppantes
douceur;fraicheur
douche;bains
doucissage;bouillage
doués;imaginatifs
douglas;epicea
douleur;courbature
douloureuse;torturante
douloureux;angoissant
douma;volost
doutait;imaginait
doute;autant
doutent;affirment
douter;affirmer
doutes;peurs
douteuse;choquante
douteuses;incongrues
douteux;pernicieux
douzaine;trois
doyen;professeur
draguer;fricoter
dragueur;playboy
dramatique;romanesque
dramatiques;cocasses
dramatiser;positiver
dramaturge;compositeur
drame;tragiques
drames;bouleversements
drapeau;fanion
drapeaux;cocardes
drastique;graduelle
dressage;piaffer
dresse;balaie
dressée;servie
dresser;tracer
dressés;construits
drogman;vizir
drogue;contrebande
drogué;saoul
droguer;torturer
drogues;marijuana
drogués;alcooliques
droite;gauch
droites;perpendiculaires
droitier;ambidextres
droitière;chiraquienne
droits;fondamentaux
droiture;constance
drôle;amusant
drôlerie;finesse
drôles;humoristiques
dromadaire;girafe
dualisme;dichotomie
dualité;transcendance
dubitatif;songeur
dunes;sableuses
dunkerque;hazebrouck
duper;amadouer
duplicata;attestation
duplicité;connivence
dupliquer;recopier
duquel;lorsque
durabilité;environnementale
durablement;ancrer
durables;rapides
durant;semaines
duras;fronsac
durcir;refroidir
durée;maximale
durées;distances
durent;passent
durer;persister
durera;passera
dures;brutales
dureté;finesse
durillon;furoncle
duvet;poils
dynamique;performante
dynamiques;structures
dynamiser;relancer
dynamisme;renouveau
dynamite;cheddite
eau-de-vie;brandy
ecclésiastique;canoniste
efface;supprime
effacé;disparu
effacement;reformatage
effacer;gommer
effarouché;ahurit
effaroucher;choquer
effectif;turnover
effectifs;ratios
effective;substantielle
effectivement;certes
effectuant;organisant
effectue;entame
effectué;obtenu
effectuée;obtenue
effectuées;accomplies
effectuer;accomplir
effectués;accomplis
effervescence;intense
effet;toutefois
effets;euphorisants
efficace;performante
efficaces;fiables
efficacité;performance
effigie;idole
effiler;entailler
effleurer;attarder
effondrement;explosion
effort;travail
efforts;expulsifs
effraie;interpelle
effrayer;apeurer
effréné;brutal
effroi;indicible
effronté;maladroit
effronterie;outrecuidance
effusion;exsudait
emballer;conditionner
embarcadère;bateau
embarquer;voyager
embarras;ennui
embarrassant;frustrant
embarrassé;surpris
embarrasser;accabler
embauche;entretien
embauché;apprenti
embaucher;licencier
embauches;relocalisations
embauchés;stagiaires
embaument;flamboient
embaumer;orner
embellie;stagnation
emberlificoter;entourlouper
embêtant;marrant
embêtement;obligeriez
embêter;engueuler
emblave;enses
emblaver;affermer
emblavure;lamellisation
embobiner;arnaquer
embonpoint;maigrichon
embouchure;rives
